Date,Open,High,Low,Close,Adj Close,Volume
2019-07-22,82.150002,82.199997,81.510002,81.849998,73.828674,1390532
2019-07-23,81.900002,82.110001,81.510002,81.550003,73.558075,2316067
2019-07-24,82.000000,82.349998,81.599998,82.349998,74.279671,3329560
2019-07-25,82.730003,83.000000,82.370003,83.000000,74.865974,3721233
2019-07-26,82.989998,83.290001,82.529999,82.589996,74.496155,6715835
2019-07-29,82.800003,83.449997,82.379997,83.250000,75.091469,3280357
2019-07-30,83.489998,83.699997,83.000000,83.400002,75.226776,3120288
2019-07-31,83.089996,83.430000,82.300003,82.300003,74.234573,3304674
2019-08-01,81.500000,82.349998,81.334999,81.919998,73.891815,3129406
2019-08-02,81.750000,82.180000,81.209999,81.879997,73.855728,2428468
2019-08-05,82.000000,82.430000,81.315002,81.430000,73.449837,1373507
2019-08-06,79.839996,80.290001,79.199997,79.800003,71.979576,4177911
2019-08-07,77.809998,79.470001,77.470001,78.699997,70.987373,6919201
2019-08-08,77.599998,78.959999,77.500000,78.959999,71.221901,4315824
2019-08-09,79.610001,79.800003,79.089996,79.419998,71.636826,4335354
2019-08-12,79.459999,79.989998,79.135002,79.940002,72.105858,2131570
2019-08-13,79.559998,80.000000,79.250000,79.459999,71.672897,3347281
2019-08-14,77.400002,77.410004,76.330002,76.629997,71.189804,6351228
2019-08-15,75.099998,75.800003,74.339996,74.339996,69.062378,5335767
2019-08-16,74.449997,75.250000,74.449997,75.120003,69.787010,3014001
2019-08-19,75.940002,76.290001,75.800003,76.290001,70.873955,2682547
2019-08-20,76.699997,77.250000,76.430000,77.129997,71.654312,3950231
2019-08-21,76.870003,77.125000,76.550003,77.019997,71.552124,2970370
2019-08-22,77.480003,77.480003,76.989998,77.099998,71.626450,1964387
2019-08-23,77.019997,77.400002,76.610001,77.400002,71.905144,1815994
2019-08-26,76.309998,76.760002,75.809998,76.760002,71.310585,1815254
2019-08-27,76.800003,77.250000,76.730003,77.150002,71.672905,2359061
2019-08-28,76.610001,76.820000,76.320000,76.800003,71.347748,1997056
2019-08-29,77.000000,77.480003,76.919998,77.410004,71.914436,2988307
2019-08-30,77.769997,79.050003,77.519997,79.050003,73.438004,6147476
2019-09-02,78.900002,79.290001,78.639999,78.940002,73.335815,1826554
2019-09-03,78.970001,79.269997,78.449997,78.779999,73.187172,1701064
2019-09-04,77.889999,78.690002,77.790001,78.690002,73.103569,2505318
2019-09-05,79.000000,79.589996,78.809998,79.250000,73.623810,2099227
2019-09-06,79.510002,79.709999,79.419998,79.540001,73.893219,2777704
2019-09-09,79.400002,80.000000,79.349998,79.809998,74.144058,2167582
2019-09-10,79.989998,80.330002,79.680000,79.889999,74.218369,2718563
2019-09-11,80.150002,80.599998,80.010002,80.599998,74.877968,2757774
2019-09-12,81.290001,81.459999,81.099998,81.349998,75.574722,2795277
2019-09-13,81.750000,82.239998,81.709999,82.139999,76.308640,3497608
2019-09-16,81.610001,81.940002,81.370003,81.690002,75.890587,2992334
2019-09-17,81.400002,82.239998,81.209999,82.239998,76.401535,3399399
2019-09-18,82.099998,82.349998,81.440002,81.739998,75.937042,2664207
2019-09-19,82.339996,82.639999,81.820000,82.180000,76.345802,5445784
2019-09-20,82.150002,82.550003,81.820000,82.180000,76.345802,4427114
2019-09-23,82.389999,82.559998,81.769997,82.050003,76.225037,1928322
2019-09-24,82.230003,82.550003,82.099998,82.099998,76.271477,3297104
2019-09-25,81.709999,81.889999,81.345001,81.580002,75.788391,3461785
2019-09-26,81.599998,81.989998,80.879997,81.180000,75.416794,3127123
2019-09-27,81.379997,81.800003,81.190002,81.540001,75.751236,5336753
2019-09-30,81.510002,81.540001,80.830002,80.830002,75.091644,2520880
2019-10-01,80.959999,81.360001,80.120003,81.279999,75.509689,2799927
2019-10-02,80.000000,80.260002,79.510002,79.599998,73.948959,3237695
2019-10-03,78.000000,78.059998,77.339996,77.339996,71.849403,3919413
2019-10-04,77.510002,77.830002,77.000000,77.589996,72.081650,2516609
2019-10-07,78.279999,78.389999,77.724998,77.940002,72.406807,1021796
2019-10-08,78.389999,78.669998,78.129997,78.599998,73.019951,1884181
2019-10-09,77.800003,78.190002,77.650002,78.180000,72.629768,1503988
2019-10-10,78.000000,78.519997,77.709999,78.099998,72.555458,1635549
2019-10-11,78.839996,78.959999,78.400002,78.769997,73.177887,2361404
2019-10-14,79.199997,79.644997,78.989998,79.070000,73.456581,1212377
2019-10-15,78.959999,79.349998,78.800003,79.309998,73.679550,957243
2019-10-16,79.800003,80.500000,79.720001,80.430000,74.720039,2907048
2019-10-17,80.680000,80.754997,79.855003,80.110001,74.422752,3174599
2019-10-18,79.650002,79.790001,79.169998,79.639999,73.986122,2038298
2019-10-21,79.199997,79.790001,79.029999,79.790001,74.125481,1422877
2019-10-22,79.690002,79.879997,79.489998,79.660004,74.004707,1442971
2019-10-23,79.730003,79.940002,79.279999,79.940002,74.264832,1787716
2019-10-24,80.120003,80.370003,80.080002,80.290001,74.589981,2426692
2019-10-25,80.449997,80.769997,80.290001,80.699997,74.970871,4235620
2019-10-28,80.769997,80.970001,80.330002,80.480003,74.766495,1464194
2019-10-29,80.150002,80.599998,80.150002,80.459999,74.747910,1510421
2019-10-30,80.059998,80.379997,79.500000,79.690002,74.032578,2361523
2019-10-31,79.500000,79.500000,78.320000,78.660004,73.075699,2808309
2019-11-01,78.099998,78.300003,77.434998,78.239998,72.685509,3363281
2019-11-04,77.650002,77.680000,76.660004,77.050003,71.580002,3840544
2019-11-05,77.650002,78.099998,77.419998,77.699997,72.183838,3036286
2019-11-06,78.099998,78.570000,77.830002,78.000000,72.462547,2684846
2019-11-07,78.510002,79.089996,78.230003,79.040001,73.428719,3340465
2019-11-08,79.059998,79.440002,78.709999,79.169998,73.549484,1773150
2019-11-11,79.589996,80.290001,79.570000,80.050003,74.367020,2818260
2019-11-12,80.459999,80.889999,79.970001,80.830002,75.091644,3219212
2019-11-13,80.830002,80.989998,79.199997,79.239998,73.614517,3299689
2019-11-14,79.550003,79.839996,79.040001,79.769997,74.106895,2149047
2019-11-15,80.190002,80.870003,80.050003,80.690002,74.961586,2651459
2019-11-18,80.300003,80.500000,79.910004,80.339996,74.636421,1405715
2019-11-19,80.099998,80.669998,79.849998,80.669998,74.942993,2557115
2019-11-20,80.099998,80.300003,79.129997,79.599998,73.948959,2972717
2019-11-21,78.760002,79.889999,78.550003,79.330002,73.698128,3337094
2019-11-22,79.330002,79.940002,78.800003,79.599998,73.948959,3097801
2019-11-25,80.000000,80.290001,79.599998,79.889999,74.218369,2015514
2019-11-26,80.000000,80.739998,79.889999,80.739998,75.008034,4528389
2019-11-27,80.830002,81.750000,80.639999,81.690002,75.890587,4243299
2019-11-28,81.849998,82.000000,81.500000,81.599998,75.806976,2655672
2019-11-29,81.800003,81.860001,80.720001,80.820000,75.082352,4176189
2019-12-02,81.349998,81.879997,80.860001,81.430000,75.649040,2135334
2019-12-03,80.239998,80.400002,79.199997,79.339996,73.707420,3917400
2019-12-04,78.500000,78.559998,77.809998,77.809998,72.286034,5003594
2019-12-05,78.739998,78.940002,78.404999,78.620003,73.038536,3434240
2019-12-06,79.059998,79.099998,78.705002,78.989998,73.382263,2327383
2019-12-09,79.419998,79.559998,79.070000,79.260002,73.633102,1382702
2019-12-10,79.349998,79.639999,78.820000,79.230003,73.605232,1450289
2019-12-11,79.830002,80.345001,79.519997,80.309998,74.608551,2438700
2019-12-12,79.809998,80.070000,79.580002,79.720001,74.060440,1936584
2019-12-13,80.199997,80.690002,79.860001,80.059998,74.376305,2833940
2019-12-16,80.500000,81.500000,80.209999,81.459999,75.676918,3266776
2019-12-17,81.500000,81.900002,81.010002,81.900002,76.085686,2402263
2019-12-18,81.730003,82.074997,81.510002,81.900002,76.085686,3524114
2019-12-19,82.349998,82.379997,81.474998,81.730003,75.927750,4093135
2019-12-20,81.860001,81.940002,81.000000,81.250000,75.481819,7478049
2019-12-23,81.190002,81.300003,80.750000,80.839996,75.100929,1317871
2019-12-24,80.720001,80.849998,80.400002,80.709999,74.980148,783104
2019-12-27,80.989998,81.120003,80.550003,81.070000,75.314598,1159836
2019-12-30,81.250000,81.300003,80.470001,81.099998,75.342476,905155
2019-12-31,80.529999,80.550003,79.800003,79.900002,74.227669,1766363
